symbol,bidPrice,bidQty,askPrice,askQty
LINKUSDC,4.39720000,115.85000000,4.40580000,115.84000000
WAVESUSDT,1.12390000,44.42000000,1.12830000,866.23000000
WAVESTUSD,0.00000000,0.00000000,0.00000000,0.00000000
WAVESPAX,0.00000000,0.00000000,0.00000000,0.00000000
WAVESUSDC,1.12460000,443.51000000,1.13050000,1025.98000000
BCHABCTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BCHABCPAX,0.00000000,0.00000000,0.00000000,0.00000000
BCHABCUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVPAX,0.00000000,0.00000000,0.00000000,0.00000000
BCHSVUSDC,0.00000000,0.00000000,0.00000000,0.00000000
LTCTUSD,47.21000000,23.12829000,47.28000000,16.91363000
LTCPAX,47.22000000,0.59207000,47.29000000,110.10584000
LTCUSDC,47.22000000,4.72521000,47.29000000,325.90781000
TRXPAX,0.01673000,1972.50000000,0.01678000,80218.40000000
TRXUSDC,0.01673000,79302.60000000,0.01677000,30144.70000000
BTTBTC,0.00000000,0.00000000,0.00000000,0.00000000
BTTBNB,0.00001793,7327.00000000,0.00001796,63700.00000000
BTTUSDT,0.00031300,798081.00000000,0.00031400,8013475.00000000
BNBUSDS,0.00000000,0.00000000,0.00000000,0.00000000
BTCUSDS,0.00000000,0.00000000,0.00000000,0.00000000
USDSUSDT,0.99800000,851.18000000,0.99990000,2168.86000000
USDSPAX,0.00000000,0.00000000,0.00000000,0.00000000
USDSTUSD,0.00000000,0.00000000,0.00000000,0.00000000
USDSUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BTTPAX,0.00031230,75593.00000000,0.00031430,105099.00000000
BTTTUSD,0.00031200,6297543.00000000,0.00031500,41924.00000000
BTTUSDC,0.00031220,1236403.00000000,0.00031500,105132.00000000
ONGBNB,0.00000000,0.00000000,0.00000000,0.00000000
ONGBTC,0.00001288,28640.00000000,0.00001290,65.00000000
ONGUSDT,0.12550000,14429.74000000,0.12580000,2891.80000000
HOTBNB,0.00003683,2589.00000000,0.00003692,39215.00000000
HOTUSDT,0.00064170,31060.00000000,0.00064390,31055.00000000
ZILUSDT,0.01664000,21079.00000000,0.01666000,1512.80000000
ZRXBNB,0.01853000,1555.00000000,0.01860000,1543.10000000
ZRXUSDT,0.32410000,3009.17000000,0.32470000,315.39000000
FETBNB,0.00137300,147.00000000,0.00137700,100.00000000
FETBTC,0.00000245,996012.00000000,0.00000247,162897.00000000
FETUSDT,0.02392000,1174.70000000,0.02404000,5812.90000000
BATUSDT,0.24390000,9370.80000000,0.24420000,7885.29000000
XMRBNB,3.86800000,0.00100000,3.87700000,16.55200000
XMRUSDT,67.64000000,15.19478000,67.68000000,15.35000000
ZECBNB,2.96000000,0.18300000,2.97300000,83.37700000
ZECUSDT,51.76000000,11.80405000,51.79000000,0.51297000
ZECPAX,0.00000000,0.00000000,0.00000000,0.00000000
ZECTUSD,51.59000000,19.66221000,51.82000000,13.73868000
ZECUSDC,51.60000000,60.80975000,51.83000000,17.32436000
IOSTBNB,0.00027830,4800.00000000,0.00027950,245757.00000000
IOSTUSDT,0.00487300,93704.00000000,0.00487800,168219.00000000
CELRBNB,0.00016310,9500.00000000,0.00016390,9500.00000000
CELRBTC,0.00000029,24241662.00000000,0.00000030,16835134.00000000
CELRUSDT,0.00284000,9500.00000000,0.00285000,34283.30000000
ADAPAX,0.00000000,0.00000000,0.00000000,0.00000000
ADAUSDC,0.08806000,6875.00000000,0.08825000,16745.20000000
NEOPAX,0.00000000,0.00000000,0.00000000,0.00000000
NEOUSDC,12.04700000,41.38400000,12.12800000,41.38800000
DASHBNB,4.46500000,0.25000000,4.47600000,6.46500000
DASHUSDT,78.12000000,4.13690000,78.14000000,7.68008000
NANOUSDT,0.88490000,1448.73000000,0.88790000,30.00000000
OMGBNB,0.00000000,0.00000000,0.00000000,0.00000000
OMGUSDT,1.68460000,943.26000000,1.68810000,943.03000000
THETAUSDT,0.28022000,533.60000000,0.28050000,612.00000000
ENJUSDT,0.19689000,1197.30000000,0.19736000,79.60000000
MITHUSDT,0.00549000,26530.60000000,0.00551000,1939.20000000
MATICBNB,0.00122530,23819.00000000,0.00122960,10459.00000000
MATICBTC,0.00000219,796906.00000000,0.00000220,657491.00000000
MATICUSDT,0.02142000,558468.60000000,0.02146000,31167.50000000
ATOMBNB,0.17810000,167.08000000,0.17850000,912.86000000
ATOMBTC,0.00031890,317.66000000,0.00031930,508.68000000
ATOMUSDT,3.11400000,6.41600000,3.11700000,1000.00000000
ATOMUSDC,3.10700000,216.66600000,3.11800000,160.72500000
ATOMPAX,0.00000000,0.00000000,0.00000000,0.00000000
ATOMTUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETCUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ETCPAX,0.00000000,0.00000000,0.00000000,0.00000000
ETCTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BATUSDC,0.24310000,9007.53000000,0.24450000,2053.55000000
BATPAX,0.00000000,0.00000000,0.00000000,0.00000000
BATTUSD,0.00000000,0.00000000,0.00000000,0.00000000
PHBBNB,0.00000000,0.00000000,0.00000000,0.00000000
PHBBTC,0.00000034,760527.00000000,0.00000035,8776642.00000000
PHBUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PHBTUSD,0.00330000,454545.00000000,0.00339000,4540.00000000
PHBPAX,0.00000000,0.00000000,0.00000000,0.00000000
TFUELBNB,0.00000000,0.00000000,0.00000000,0.00000000
TFUELBTC,0.00000087,2928751.00000000,0.00000088,3468972.00000000
TFUELUSDT,0.00853100,153871.00000000,0.00855200,6491.00000000
TFUELUSDC,0.00000000,0.00000000,0.00000000,0.00000000
TFUELTUSD,0.00000000,0.00000000,0.00000000,0.00000000
TFUELPAX,0.00000000,0.00000000,0.00000000,0.00000000
ONEBNB,0.00021310,10281.00000000,0.00021420,127401.00000000
ONEBTC,0.00000038,1074904.00000000,0.00000039,11790447.00000000
ONEUSDT,0.00371000,574277.70000000,0.00372000,206965.00000000
ONETUSD,0.00000000,0.00000000,0.00000000,0.00000000
ONEPAX,0.00000000,0.00000000,0.00000000,0.00000000
ONEUSDC,0.00371000,12864.60000000,0.00375000,85870.00000000
FTMBNB,0.00037100,4047.00000000,0.00037400,9052.00000000
FTMBTC,0.00000066,2282640.00000000,0.00000067,1332412.00000000
FTMUSDT,0.00646000,4047.00000000,0.00649000,212839.20000000
FTMTUSD,0.00000000,0.00000000,0.00000000,0.00000000
FTMPAX,0.00000000,0.00000000,0.00000000,0.00000000
FTMUSDC,0.00000000,0.00000000,0.00000000,0.00000000
BTCBBTC,0.00000000,0.00000000,0.00000000,0.00000000
BCPTTUSD,0.00000000,0.00000000,0.00000000,0.00000000
BCPTPAX,0.00000000,0.00000000,0.00000000,0.00000000
BCPTUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ALGOBNB,0.01376000,74.00000000,0.01378000,5333.90000000
ALGOBTC,0.00002461,5448.00000000,0.00002463,268.00000000
ALGOUSDT,0.24010000,124.94000000,0.24050000,946.82000000
ALGOTUSD,0.23990000,3198.67000000,0.24060000,6245.30000000
ALGOPAX,0.23960000,9615.99000000,0.24060000,6246.36000000
ALGOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
USDSBUSDT,0.00000000,0.00000000,0.00000000,0.00000000
USDSBUSDS,0.00000000,0.00000000,0.00000000,0.00000000
GTOUSDT,0.00722000,83417.60000000,0.00725000,2490.80000000
GTOPAX,0.00000000,0.00000000,0.00000000,0.00000000
GTOTUSD,0.00000000,0.00000000,0.00000000,0.00000000
GTOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ERDBNB,0.00015585,4698.00000000,0.00015646,1571.00000000
ERDBTC,0.00000027,69034491.00000000,0.00000028,21849186.00000000
ERDUSDT,0.00271800,581136.00000000,0.00272500,155646.00000000
ERDPAX,0.00000000,0.00000000,0.00000000,0.00000000
ERDUSDC,0.00000000,0.00000000,0.00000000,0.00000000
DOGEBNB,0.00000000,0.00000000,0.00000000,0.00000000
DOGEBTC,0.00000026,429362139.00000000,0.00000027,114536032.00000000
DOGEUSDT,0.00260380,261250.00000000,0.00261290,110250.00000000
DOGEPAX,0.00000000,0.00000000,0.00000000,0.00000000
DOGEUSDC,0.00000000,0.00000000,0.00000000,0.00000000
DUSKBNB,0.00000000,0.00000000,0.00000000,0.00000000
DUSKBTC,0.00000311,55793.00000000,0.00000312,12123.00000000
DUSKUSDT,0.03040000,22961.94000000,0.03060000,72925.50000000
DUSKUSDC,0.00000000,0.00000000,0.00000000,0.00000000
DUSKPAX,0.00000000,0.00000000,0.00000000,0.00000000
BGBPUSDC,1.24870000,100376.14000000,1.26950000,102793.19000000
ANKRBNB,0.00014460,123.00000000,0.00014550,121943.00000000
ANKRBTC,0.00000025,27139953.00000000,0.00000026,3767345.00000000
ANKRUSDT,0.00251800,5195.00000000,0.00253700,205784.00000000
ANKRTUSD,0.00000000,0.00000000,0.00000000,0.00000000
ANKRPAX,0.00000000,0.00000000,0.00000000,0.00000000
ANKRUSDC,0.00000000,0.00000000,0.00000000,0.00000000
ONTPAX,0.00000000,0.00000000,0.00000000,0.00000000
ONTUSDC,0.00000000,0.00000000,0.00000000,0.00000000
WINBNB,0.00000507,639088.00000000,0.00000509,639088.00000000
WINBTC,0.00000000,0.00000000,0.00000000,0.00000000
WINUSDT,0.00008870,9692868.00000000,0.00008890,123071.00000000
WINUSDC,0.00008840,11255111.00000000,0.00008910,1520347.00000000
COSBNB,0.00049100,6370.00000000,0.00049500,176682.00000000
COSBTC,0.00000088,49201.00000000,0.00000089,1615945.00000000
COSUSDT,0.00858000,17220.30000000,0.00864000,157806.90000000
TUSDBTUSD,0.00000000,0.00000000,0.00000000,0.00000000
NPXSUSDT,0.00014800,1746257.00000000,0.00014870,71958.00000000
NPXSUSDC,0.00000000,0.00000000,0.00000000,0.00000000
COCOSBNB,0.00002200,500.00000000,0.00002210,237182.00000000
COCOSBTC,0.00000000,0.00000000,0.00000000,0.00000000
COCOSUSDT,0.00038400,6688172.00000000,0.00038500,811693.00000000
MTLUSDT,0.31460000,245.24000000,0.31690000,2582.48000000
TOMOBNB,0.02257000,238.70000000,0.02275000,729.60000000
TOMOBTC,0.00004047,2369.00000000,0.00004058,1206.00000000
TOMOUSDT,0.39530000,50.59000000,0.39670000,426.01000000
TOMOUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PERLBNB,0.00106100,3326.00000000,0.00106900,2200.00000000
PERLBTC,0.00000190,15201.00000000,0.00000191,7524.00000000
PERLUSDC,0.00000000,0.00000000,0.00000000,0.00000000
PERLUSDT,0.01860000,617.30000000,0.01868000,449.30000000
DENTUSDT,0.00021070,230385.00000000,0.00021200,185589.00000000
MFTUSDT,0.00084600,177749.00000000,0.00085200,688740.00000000
KEYUSDT,0.00109000,30000.00000000,0.00109400,9189.00000000
STORMUSDT,0.00333600,181171.00000000,0.00334500,619316.00000000
DOCKUSDT,0.00740000,26715.00000000,0.00741700,10719.00000000
WANUSDT,0.20330000,66.54000000,0.20350000,57.49000000
FUNUSDT,0.00328800,6120.00000000,0.00329500,10511.00000000
CVCUSDT,0.02773000,432.80000000,0.02777000,6429.70000000
BTTTRX,0.01865000,640758.70000000,0.01871000,50177.50000000
WINTRX,0.00529000,2256595.80000000,0.00530000,539646.80000000
CHZBNB,0.00070580,16506.00000000,0.00071190,1375.00000000
CHZBTC,0.00000126,2140874.00000000,0.00000127,197766.00000000
CHZUSDT,0.01236500,31502.00000000,0.01238900,17779.00000000
BANDBNB,0.10442000,121.20000000,0.10476000,155.00000000
BANDBTC,0.00018700,165.00000000,0.00018724,7.00000000
BANDUSDT,1.82420000,8.11000000,1.82920000,963.00000000
BNBBUSD,17.45620000,15.00000000,17.46560000,7.80000000
BTCBUSD,9762.59000000,0.00409700,9763.05000000,0.00819300
BUSDUSDT,0.99990000,90723.21000000,1.00000000,81369.79000000
BEAMBNB,0.00000000,0.00000000,0.00000000,0.00000000
BEAMBTC,0.00005240,318.23000000,0.00005260,740.10000000
BEAMUSDT,0.51210000,1537.72000000,0.51350000,72.08000000
XTZBNB,0.17041000,186.40000000,0.17085000,7.40000000
XTZBTC,0.00030560,1118.41000000,0.00030580,9.55000000
XTZUSDT,2.98450000,313.43000000,2.98550000,4.67000000
RENUSDT,0.08992000,3206.90000000,0.09019000,27093.80000000
RVNUSDT,0.02023000,48303.20000000,0.02026000,2438269.10000000
HCUSDT,1.34280000,27.44000000,1.34690000,247.78000000
HBARBNB,0.00248300,11854.00000000,0.00249300,7169.00000000
HBARBTC,0.00000446,1614.00000000,0.00000447,291319.00000000
HBARUSDT,0.04342000,35610.80000000,0.04356000,855.20000000
NKNBNB,0.00120300,71712.00000000,0.00121100,16654.00000000
NKNBTC,0.00000216,105823.00000000,0.00000217,97290.00000000
NKNUSDT,0.02106000,2516.00000000,0.02115000,55106.00000000
XRPBUSD,0.20355000,263.50000000,0.20377000,500.00000000
ETHBUSD,241.35000000,1.32493000,241.52000000,0.15450000
BCHABCBUSD,0.00000000,0.00000000,0.00000000,0.00000000
LTCBUSD,47.24000000,0.69856000,47.29000000,31.72588000
LINKBUSD,4.40020000,107.00000000,4.40720000,226.90000000
ETCBUSD,6.90220000,361.98000000,6.91240000,72.39000000
STXBNB,0.00864000,856.00000000,0.00869000,2672.50000000
STXBTC,0.00001548,3182.00000000,0.00001554,124.00000000
STXUSDT,0.15100000,3895.70000000,0.15140000,2583.00000000
KAVABNB,0.06140000,8.20000000,0.06166000,579.80000000
KAVABTC,0.00010980,76.00000000,0.00011010,774.00000000
KAVAUSDT,1.07130000,221.00000000,1.07330000,89.04000000
BUSDNGN,434.02000000,186.90000000,435.07000000,76.89000000
BNBNGN,7582.00000000,0.26000000,7610.00000000,1.50000000
BTCNGN,4231994.00000000,0.00033200,4239999.00000000,0.41466000
ARPABNB,0.00063600,91.00000000,0.00063900,32207.00000000
ARPABTC,0.00000113,801101.00000000,0.00000114,188909.00000000
ARPAUSDT,0.01108000,4183.70000000,0.01109000,7910.90000000
TRXBUSD,0.01674000,31971.30000000,0.01677000,15253.20000000
EOSBUSD,2.71200000,184.11000000,2.71650000,17.09000000
IOTXUSDT,0.00465400,130.00000000,0.00466600,6408.00000000
RLCUSDT,0.43390000,2114.07000000,0.43710000,23.90000000
MCOUSDT,5.41700000,95.79000000,5.44500000,197.72100000
XLMBUSD,0.08151000,404.70000000,0.08166000,404.10000000
ADABUSD,0.08805000,5720.30000000,0.08825000,3959.00000000
CTXCBNB,0.00000000,0.00000000,0.00000000,0.00000000
CTXCBTC,0.00001138,14431.00000000,0.00001140,87.00000000
CTXCUSDT,0.11100000,6044.03000000,0.11160000,2356.42000000
BCHBNB,14.57900000,1.95000000,14.60600000,0.02000000
BCHBTC,0.02611800,3.63800000,0.02613100,0.02600000
BCHUSDT,255.05000000,1.79420000,255.11000000,5.29230000
BCHUSDC,254.84000000,2.60896000,255.20000000,2.01240000
BCHTUSD,254.83000000,0.62141000,255.21000000,3.24860000
BCHPAX,254.82000000,0.11885000,255.21000000,3.23022000
BCHBUSD,254.95000000,4.92200000,255.22000000,5.87866000
BTCRUB,670150.00000000,0.00228500,672452.00000000,0.00018600
ETHRUB,16495.90000000,1.46700000,16661.40000000,2.07172000
XRPRUB,13.96300000,454.70000000,14.04400000,370.10000000
BNBRUB,1199.06000000,3.72000000,1203.96000000,5.96000000
TROYBNB,0.00018970,34619.00000000,0.00019160,180837.00000000
TROYBTC,0.00000034,1382507.00000000,0.00000035,29283808.00000000
TROYUSDT,0.00331500,142271.00000000,0.00333290,18465.00000000
BUSDRUB,68.73900000,2.90000000,68.85800000,4169.40000000
QTUMBUSD,1.83100000,44.65800000,1.83400000,153.58000000
VETBUSD,0.00667500,71388.00000000,0.00668500,12760.00000000
VITEBNB,0.00000000,0.00000000,0.00000000,0.00000000
VITEBTC,0.00000145,37800.00000000,0.00000146,106155.00000000
VITEUSDT,0.01414000,4985.70000000,0.01419000,8462.60000000
FTTBNB,0.17050000,17918.38000000,0.17060000,15886.06000000
FTTBTC,0.00030510,7676.82000000,0.00030570,9907.61000000
FTTUSDT,2.97800000,8588.86200000,2.98400000,10418.58700000
BTCTRY,66131.00000000,0.00366800,66142.00000000,0.00322300
BNBTRY,118.12000000,5.48000000,118.30000000,211.50000000
BUSDTRY,6.76400000,2.00000000,6.78400000,5380.86000000
ETHTRY,1628.88000000,2.57159000,1633.33000000,0.05494000
XRPTRY,1.37700000,1058.65000000,1.38200000,331.28000000
USDTTRY,6.76000000,2033.12000000,6.77700000,368.89000000
USDTRUB,68.65100000,1879.30000000,68.84300000,3695.20000000
BTCEUR,8712.11000000,0.00364600,8712.55000000,0.06271600
ETHEUR,214.62000000,4.38008000,215.97000000,2.07262000
BNBEUR,15.54430000,1.42000000,15.62190000,3.93000000
XRPEUR,0.18134000,2457.50000000,0.18230000,1719.00000000
EURBUSD,1.11840000,80.00000000,1.12210000,29.41000000
EURUSDT,1.11860000,546.40000000,1.12120000,12.00000000
OGNBNB,0.01226000,4499.50000000,0.01235000,2014.50000000
OGNBTC,0.00002201,4202.00000000,0.00002206,1293.00000000
OGNUSDT,0.21490000,87.58000000,0.21500000,3523.54000000
DREPBNB,0.00000000,0.00000000,0.00000000,0.00000000
DREPBTC,0.00000037,8394114.00000000,0.00000038,8354392.00000000
DREPUSDT,0.00363300,55253.00000000,0.00365800,4919.00000000
BULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETHBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ETHBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
ETHBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
ETHBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
TCTBNB,0.00000000,0.00000000,0.00000000,0.00000000
TCTBTC,0.00000087,448689.00000000,0.00000088,761790.00000000
TCTUSDT,0.00848800,58462.00000000,0.00850700,41288.00000000
WRXBNB,0.00775000,4894.00000000,0.00777800,4589.00000000
WRXBTC,0.00001385,1496.00000000,0.00001387,2659.00000000
WRXUSDT,0.13537000,1141.90000000,0.13561000,226.60000000
ICXBUSD,0.33420000,1497.36000000,0.33490000,171.36000000
BTSUSDT,0.02279000,6882.00000000,0.02289000,34705.80000000
BTSBUSD,0.02279000,3441.00000000,0.02292000,2968.80000000
LSKUSDT,1.24600000,799.76000000,1.24810000,5379.61000000
BNTUSDT,0.59080000,309.51000000,0.59220000,682.36000000
BNTBUSD,0.59070000,162.80000000,0.59260000,92.20000000
LTOBNB,0.00000000,0.00000000,0.00000000,0.00000000
LTOBTC,0.00000494,479.00000000,0.00000495,2628.00000000
LTOUSDT,0.04810000,479.00000000,0.04839000,9245.10000000
ATOMBUSD,3.11100000,11.10600000,3.11700000,161.15700000
DASHBUSD,78.07000000,0.42264000,78.12000000,0.14080000
NEOBUSD,12.05000000,95.36100000,12.10000000,2.70500000
WAVESBUSD,1.12190000,561.75000000,1.13200000,1017.92000000
XTZBUSD,2.98300000,246.10000000,2.98760000,58.28000000
EOSBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
EOSBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
EOSBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XRPBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
XRPBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
XRPBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BATBUSD,0.24310000,6849.90000000,0.24440000,2059.91000000
ENJBUSD,0.19675000,3184.40000000,0.19749000,430.00000000
NANOBUSD,0.88520000,563.47000000,0.88890000,418.51000000
ONTBUSD,0.59400000,124.44000000,0.59570000,1165.70000000
RVNBUSD,0.02022000,1724.60000000,0.02027000,24764.40000000
STRATBUSD,0.35010000,60.86000000,0.35170000,112.65000000
STRATBNB,0.00000000,0.00000000,0.00000000,0.00000000
STRATUSDT,0.35050000,2634.63000000,0.35120000,93.93000000
AIONBUSD,0.11200000,3754.85000000,0.11250000,442.85000000
AIONUSDT,0.11220000,222.90000000,0.11240000,3271.07000000
MBLBNB,0.00010140,483732.00000000,0.00010210,50625.00000000
MBLBTC,0.00000018,5876401.00000000,0.00000019,95156679.00000000
MBLUSDT,0.00177500,97100.00000000,0.00177800,6496.00000000
COTIBNB,0.00128800,14169.00000000,0.00129300,132.00000000
COTIBTC,0.00000231,28292.00000000,0.00000232,259896.00000000
COTIUSDT,0.02253000,9902.20000000,0.02265000,8889.80000000
ALGOBUSD,0.23990000,5701.91000000,0.24060000,208.05000000
BTTBUSD,0.00031280,213659.00000000,0.00031420,1385946.00000000
TOMOBUSD,0.39510000,238.75000000,0.39690000,528.14000000
XMRBUSD,67.61000000,0.48809000,67.72000000,7.39390000
ZECBUSD,51.74000000,1.19664000,51.81000000,9.73254000
BNBBULLUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BNBBULLBUSD,0.00000000,0.00000000,0.00000000,0.00000000
BNBBEARUSDT,0.00000000,0.00000000,0.00000000,0.00000000
BNBBEARBUSD,0.00000000,0.00000000,0.00000000,0.00000000
STPTBNB,0.00000000,0.00000000,0.00000000,0.00000000
STPTBTC,0.00000137,74556.00000000,0.00000139,176217.00000000
STPTUSDT,0.01338000,7284.00000000,0.01343000,923.10000000
BTCZAR,173866.00000000,0.00086100,174766.00000000,0.00074500
ETHZAR,4281.00000000,0.03409000,4338.20000000,1.22824000
BNBZAR,310.56000000,3.76000000,313.04000000,310.52000000
USDTZAR,17.81200000,24.00000000,17.89700000,167.00000000
BUSDZAR,17.80000000,173.00000000,17.90600000,120.00000000
BTCBKRW,11776065.00000000,0.00096900,11776654.00000000,0.00399500
ETHBKRW,289699.00000000,0.49008000,293500.00000000,1.19341000
BNBBKRW,21049.00000000,0.16900000,21143.00000000,5.18100000
WTCUSDT,0.34130000,1466.70000000,0.34250000,791.92000000
DATABUSD,0.06143000,7900.70000000,0.06213000,176.50000000
DATAUSDT,0.06155000,206.60000000,0.06166000,95854.30000000
XZCUSDT,4.75500000,9.68400000,4.75800000,3.68500000
SOLBNB,0.03316000,2401.60000000,0.03334000,17.70000000
SOLBTC,0.00005948,4735.00000000,0.00005957,780.00000000
SOLBUSD,0.58030000,40.31000000,0.58120000,21.01000000
BTCIDRT,137909872.00,0.00159800,138293611.00,0.08779600
BNBIDRT,246189.00,2.90000000,248163.00,5.91000000
USDTIDRT,14100.00,48.91000000,14200.00,216.29000000
BUSDIDRT,14070.00,166.00000000,14192.00,253.36000000
CTSIBTC,0.00000329,16767.00000000,0.00000330,7415.00000000
CTSIUSDT,0.03211000,13458.00000000,0.03220000,9236.60000000
CTSIBNB,0.00184000,56.00000000,0.00184600,499.00000000
CTSIBUSD,0.03186000,94190.20000000,0.03259000,14636.40000000
HIVEBNB,0.01455000,4036.50000000,0.01469000,1803.30000000
HIVEBTC,0.00002615,10.00000000,0.00002621,266.00000000
HIVEUSDT,0.25450000,3143.89000000,0.25570000,85.20000000
CHRBNB,0.00123900,54.00000000,0.00124400,272.00000000
CHRBTC,0.00000221,51065.00000000,0.00000223,184047.00000000
CHRUSDT,0.02165000,631.00000000,0.02176000,594.10000000
BTCUPUSDT,10.07000000,1808.21000000,10.09000000,1822.66000000
BTCDOWNUSDT,9.61000000,2386.55000000,9.63000000,1598.96000000
GXSUSDT,0.52000000,178.34000000,0.52200000,2361.98000000
ARDRUSDT,0.05087000,275.30000000,0.05115000,325.10000000
ERDBUSD,0.00271400,29117.00000000,0.00273300,229346.00000000
LENDUSDT,0.05897000,2761.50000000,0.05910000,63408.80000000
HBARBUSD,0.04340000,1201.00000000,0.04378000,11487.70000000
MATICBUSD,0.02138000,47627.00000000,0.02146000,288.00000000
WRXBUSD,0.13501000,3083.80000000,0.13684000,2074.40000000
ZILBUSD,0.01661000,51209.60000000,0.01667000,30131.30000000
